openalex_id,title,doi,publication_year,publication_date,type,cited_by_count,is_open_access,primary_location_source,first_author,all_authors,institutions,topics,keywords,abstract_inverted_index,url
https://openalex.org/W2901681280,The Risks of Low Level Narrow Artificial Intelligence,https://doi.org/10.1109/iisr.2018.8535903,2018,2018-08-01,article,54,False,,John Page,John Page; Michael Bain; Faqihza Mukhlish,Bandung Institute of Technology; UNSW Sydney,Reinforcement Learning in Robotics; Scientific Computing and Data Management; AI-based Problem Solving and Planning,Computer science; Risk analysis (engineering); Scale (ratio); Computer security; Data science; Business,Yes,https://openalex.org/W2901681280
https://openalex.org/W3213657185,Artificial Intelligence-Based Power Transformer Health Index for Handling Data Uncertainty,https://doi.org/10.1109/access.2021.3125379,2021,2021-01-01,article,54,True,IEEE Access,Dhanu Rediansyah,Dhanu Rediansyah; Rahman Azis Prasojo; Suwarno Suwarno; Ahmed Abu‐Siada,Bandung Institute of Technology; Curtin University; ORCID,Power Transformer Diagnostics and Insulation; High voltage insulation and dielectric phenomena; Infrastructure Maintenance and Monitoring,Computer science; Dissolved gas analysis; Reliability engineering; Support vector machine; Transformer; Artificial neural network; Boosting (machine learning); Unavailability; AdaBoost; Random forest; Artificial intelligence; Data mining; Naive Bayes classifier; Decision tree; Machine learning; Transformer oil; Engineering; Voltage; Electrical engineering,Yes,https://openalex.org/W3213657185
https://openalex.org/W3178519037,Millennial loyalty towards artificial intelligence-enabled mobile banking: evidence from Indonesian Islamic banks,https://doi.org/10.1108/jima-12-2020-0380,2021,2021-07-13,article,53,False,Journal of Islamic marketing,Dwi Suhartanto,Dwi Suhartanto; Mochamad Edman Syarief; Ade Chandra Nugraha; Tintin Suhaeni; Ambia Masthura; Hanudin Amin,Bandung Institute of Technology; Bank Indonesia; Politeknik Negeri Bandung; Universiti of Malaysia Sabah,Halal products and consumer behavior; Islamic Finance and Banking Studies; Customer Service Quality and Loyalty,Loyalty; Religiosity; Indonesian; Business; Mobile banking; Originality; Islam; Service (business); Marketing; Service quality; Sharia; Political science; Sociology; Qualitative research; Law; Social science,Yes,https://openalex.org/W3178519037
https://openalex.org/W2782845760,Cognitive artificial intelligence: Brain-inspired intelligent computation in artificial intelligence,https://doi.org/10.1109/sai.2017.8252094,2017,2017-07-01,article,23,False,2017 Computing Conference,Adang Suwandi Ahmad,Adang Suwandi Ahmad; Arwin Datumaya Wahyudi Sumari,Bandung Institute of Technology,"Computability, Logic, AI Algorithms; AI-based Problem Solving and Planning",Computer science; Cognition; Human intelligence; Artificial intelligence; Computation; Process (computing); Artificial Intelligence System; Perspective (graphical); Artificial neural network; Cognitive systems; Applications of artificial intelligence; Psychology; Algorithm,Yes,https://openalex.org/W2782845760
https://openalex.org/W3038837989,Analyzing the Impact of Big Data and Artificial Intelligence on the Communications Profession: A Case Study on Public Relations (PR) Practitioners in Indonesia,https://doi.org/10.18517/ijaseit.10.3.11821,2020,2020-06-17,article,32,True,International Journal on Advanced Science Engineering and Information Technology,Neneng Nurlaela Arief,Neneng Nurlaela Arief; Aurik Gustomo,Bandung Institute of Technology,Big Data and Business Intelligence; Big Data Technologies and Applications; Scientific Research and Technology,Big data; Preparedness; Social media; Public relations; Analytics; Work (physics); Content analysis; Political science; Business; Sociology; Knowledge management; Engineering; Computer science; Data science; Social science; World Wide Web,Yes,https://openalex.org/W3038837989
