university,division_name,chair_name,chair_title,url
University of Indonesia,Tokopedia-UI AI Center of Excellence,"Prof. Dr. Eng. Wisnu Jatmiko, S.T., M.Kom.","Professor in Artificial Intelligence, Faculty of Computer Science, Universitas Indonesia",https://tokopedia-ai.cs.ui.ac.id/
